[30-Dec-2016 19:45:46 UTC] Erro de banco de dados do WordPress Duplicate key name 'location_type_code' para a consulta ALTER TABLE wp_woocommerce_shipping_zone_locations ADD KEY location_type_code (location_type(40),location_code(90)) feita por require_once('wp-load.php'), require_once('wp-config.php'), require_once('wp-settings.php'), do_action('init'), call_user_func_array, WC_Install::check_version, WC_Install::install, WC_Install::create_tables, dbDelta
[30-Dec-2016 19:46:52 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 19:46:52 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 19:47:49 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 19:47:49 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 19:49:35 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 19:49:35 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 19:56:24 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 19:56:24 UTC] PHP Notice:  Undefined index: add-to-cart in /Users/elvisbmartins/workspace/makeforme/src/wp-content/plugins/yith-woocommerce-wishlist/includes/class.yith-wcwl-init.php on line 241
[30-Dec-2016 20:11:49 UTC] PHP Notice:  update_usermeta está <strong>obsoleto</strong> desde a versão 3.0.0! Use update_user_meta() em seu lugar. in /Users/elvisbmartins/workspace/makeforme/src/wp-includes/functions.php on line 3783
